"slug","state","answer"
"p_of_parents_satisfied_programs_physical_variety","NJ","69"
"p_of_parents_physical_important","NJ","69"
"p_family_child_summer_2013","NJ","42"
"p_family_child_summer_2008","NJ","33"
"p_family_want_summer","NJ","49"
"p_of_parents_agree_summer_academic","NJ","75"
"avg_hr_per_day_summer","NJ","4.86"
"avg_weeks_per_summer","NJ","5.01"
"avg_dollars_per_week_summer","NJ","257.2"
"p_of_parents_support_public_funding_summer","NJ","84"
"p_of_parents_support_public_funding_summer_2009","NJ","82"
"p_of_parents_report_stem_learning_opp","NJ","69"
"p_of_parents_satisfied_stem_program","NJ","62"
"p_of_parents_consider_stem_as_factor","NJ","53"
"p_of_parents_agree_children_gain_stem","NJ","62"
"p_of_parents_agree_should_provide_stem","NJ","66"
"p_of_children_in_programs_2014","NM","20.5"
"p_of_children_in_programs_2009","NM","17"
"p_of_children_in_programs_2004","NM","19"
"avg_hr_per_week_in_programs","NM","6.61"
"avg_day_per_week_in_programs","NM","3.63"
"p_of_children_would_be_enrolled_2014","NM","33"
"p_of_children_would_be_enrolled_2009","NM","40"
"p_of_children_would_be_enrolled_2004","NM","42"
"p_of_children_alone_2014","NM","20.7"
"p_of_children_alone_2009","NM","22"
"p_of_children_alone_2004","NM","19"
"avg_hr_per_week_alone","NM","7.75"
"reason_1_not_enrolling_child","NM","Preference for alternative activities"
"reason_2_not_enrolling_child","NM","The afterschool programs are too expensive"
"reason_3_not_enrolling_child","NM",""
"ans_1_type_activity","NM","Opportunities for physical activity"
"p_for_ans_1_type_activity","NM","89.1"
"ans_2_type_activity","NM","Homework assistance"
"p_for_ans_2_type_activity","NM","87.5"
"ans_3_type_activity","NM","Opportunities for reading or writing"
"p_for_ans_3_type_activity","NM","81.8"
"ans_4_type_activity","NM","Beverages, snacks and/or meals"
"p_for_ans_4_type_activity","NM","70.5"
"ans_5_type_activity","NM","Academic programs/clubs"
"p_for_ans_5_type_activity","NM","60"
"p_of_parents_programs_excite_abt_learning","NM","63.6"
"p_of_parents_programs_help_child_gain_skills","NM","66.9"
"p_of_parents_programs_reduce_risky","NM","72.2"
"p_of_parents_support_public_funding_2014","NM","91.1"
"p_of_parents_support_public_funding_2009","NM","91"
"p_of_parents_receive_public_funding","NM","2.3"
"p_of_parents_satisfied_child_program_2014","NM","91.5"
"p_of_parents_satisfied_child_program_2009","NM","90"
"p_of_parents_satisfied_child_program_2004","NM","89"
"p_of_parents_satisfied_program_safe","NM","87.7"
"p_of_parents_satisfied_program_quality_of_care","NM","81.2"
"ans_1_select_program","NM","The hours meet my needs"
"p_for_ans_1_select_program","NM","92.1"
"ans_2_select_program","NM","Location is convenient"
"p_for_ans_2_select_program","NM","90.4"
"ans_3_select_program","NM","Knowledgeable and well-trained staff"
"p_for_ans_3_select_program","NM","84.2"
"ans_4_select_program","NM","Is a safe haven"
"p_for_ans_4_select_program","NM","83.8"
"ans_5_select_program","NM","Quality of care"
"p_for_ans_5_select_program","NM","82.4"
"p_of_parents_program_public_school_bldg","NM","66.7"
"ans_1_program_provider","NM","Afterschool program run by a public school"
"ans_2_program_provider","NM","Boys & Girls Club afterschool program"
"ans_3_program_provider","NM","YMCA afterschool program"
"ans_4_program_provider","NM",""
"p_of_boys_program","NM","47.5"
"p_of_girls_program","NM","52.5"
"p_of_children_programs_qualify_federal_asst","NM","32.1"
"avg_dolllars_spent_per_week_program","NM","78.5"
"num_households_surveyed_2014","NM","200"
"num_children_screened_2014","NM","352"
"err_margin_households_surveyed_2014","NM","7.1"
"err_margin_children_screened_2014","NM","5.3"
"p_of_children_alone_2014_6_to_8","NM","18.8"
"p_of_children_alone_2014_9_to_12","NM","42.4"
"p_of_children_alone_2014_k_to_5","NM","5"
"p_of_children_in_programs_2014_6_to_8","NM","15.2"
"p_of_children_in_programs_2014_9_to_12","NM","7.1"
"p_of_children_in_programs_2014_k_to_5","NM","29.5"
"p_of_children_would_be_enrolled_2014_6_to_8","NM","21.4"
"p_of_children_would_be_enrolled_2014_9_to_12","NM","29.3"
"p_of_children_would_be_enrolled_2014_k_to_5","NM","40.1"
"is_top_ten","NM","FALSE"
"p_of_parents_working_parents_peace","NM","75"
"p_of_parents_working_parents_keep_jobs","NM","74.7"
"real_of_children_in_programs_2014","NM","70,841"
"real_of_children_would_be_enrolled_2014","NM","90,659"
"real_of_children_alone_2014","NM","71,532"
"intro_text","NM","New Mexico’s afterschool program participation rate has fluctuated throughout the past 10 years, decreasing from 19 percent in 2004 to 17 percent in 2009 and back up to 21 percent in 2014.  While the percentage of children participating in an afterschool program has increased, the average amount of time spent in a program per week has decreased—dropping from 9 hours in 2009 to fewer than 7 in 2014—playing a role in New Mexico’s fall out of the top 10 states for afterschool.  Satisfaction with afterschool programs overall has remained high in New Mexico; currently 92 percent of parents report that they are satisfied with their child’s afterschool program."
"p_of_parents_agree_should_provide_snacks","NM","66"
"p_of_parents_programs_offers_snacks","NM","71"
"p_of_parents_satisfied_programs_snacks","NM","62"
"p_of_parents_satisfied_healthy_snacks","NM","57"
"p_of_parents_snacks_important","NM","40"
"p_of_parents_healthy_snacks_important","NM","48"
"p_of_parents_agree_should_provide_physical","NM","85"
"p_of_parents_programs_offers_physical","NM","89"
"p_of_parents_satisfied_programs_physical_amount","NM","77"
"p_of_parents_satisfied_programs_physical_variety","NM","68"
"p_of_parents_physical_important","NM","65"
"p_family_child_summer_2013","NM","27"
"p_family_child_summer_2008","NM","28"
"p_family_want_summer","NM","57"
"p_of_parents_agree_summer_academic","NM","77"
"avg_hr_per_day_summer","NM","5.12"
"avg_weeks_per_summer","NM","4.91"
"avg_dollars_per_week_summer","NM","268.2"
"p_of_parents_support_public_funding_summer","NM","91"
"p_of_parents_support_public_funding_summer_2009","NM","88"
"p_of_parents_report_stem_learning_opp","NM","37"
"p_of_parents_satisfied_stem_program","NM","35"
"p_of_parents_consider_stem_as_factor","NM","45"
"p_of_parents_agree_children_gain_stem","NM","65"
"p_of_parents_agree_should_provide_stem","NM","80"
"p_of_children_in_programs_2014","NY","21.3"
"p_of_children_in_programs_2009","NY","21"
"p_of_children_in_programs_2004","NY","15"
"avg_hr_per_week_in_programs","NY","7.21"
"avg_day_per_week_in_programs","NY","3.57"
"p_of_children_would_be_enrolled_2014","NY","49.3"
"p_of_children_would_be_enrolled_2009","NY","46"
"p_of_children_would_be_enrolled_2004","NY","36"
"p_of_children_alone_2014","NY","19.7"
"p_of_children_alone_2009","NY","25"
"p_of_children_alone_2004","NY","27"
"avg_hr_per_week_alone","NY","6.5"
"reason_1_not_enrolling_child","NY","Preference for alternative activities"
"reason_2_not_enrolling_child","NY","Lack of child's enjoyment of programs"
"reason_3_not_enrolling_child","NY",""
"ans_1_type_activity","NY","Opportunities for physical activity"
"p_for_ans_1_type_activity","NY","82"
"ans_2_type_activity","NY","Homework assistance"
"p_for_ans_2_type_activity","NY","73.6"
"ans_3_type_activity","NY","STEM"
"p_for_ans_3_type_activity","NY","69.7"
"ans_4_type_activity","NY","Opportunities for reading or writing"
"p_for_ans_4_type_activity","NY","66.8"
"ans_5_type_activity","NY","Academic programs/clubs"
"p_for_ans_5_type_activity","NY","66.2"
"p_of_parents_programs_excite_abt_learning","NY","66.5"
"p_of_parents_programs_help_child_gain_skills","NY","69.3"
"p_of_parents_programs_reduce_risky","NY","73.9"
"p_of_parents_support_public_funding_2014","NY","84.7"
"p_of_parents_support_public_funding_2009","NY","86"
"p_of_parents_receive_public_funding","NY","22.3"
"p_of_parents_satisfied_child_program_2014","NY","90.5"
"p_of_parents_satisfied_child_program_2009","NY","83"
"p_of_parents_satisfied_child_program_2004","NY","92"
"p_of_parents_satisfied_program_safe","NY","83.2"
"p_of_parents_satisfied_program_quality_of_care","NY","85.7"
"ans_1_select_program","NY","My child enjoys the program"
"p_for_ans_1_select_program","NY","79.8"
"ans_2_select_program","NY","Quality of care"
"p_for_ans_2_select_program","NY","77.8"
"ans_3_select_program","NY","Is a safe haven"
"p_for_ans_3_select_program","NY","76.9"
"ans_4_select_program","NY","Location is convenient"
"p_for_ans_4_select_program","NY","74.7"
"ans_5_select_program","NY","The hours meet parents' needs"
"p_for_ans_5_select_program","NY","74.5"
"p_of_parents_program_public_school_bldg","NY","77.3"
"ans_1_program_provider","NY","Afterschool program run by a public school"
"ans_2_program_provider","NY","Boys & Girls Club afterschool program"
"ans_3_program_provider","NY","YMCA afterschool program"
"ans_4_program_provider","NY",""
"p_of_boys_program","NY","53.9"
"p_of_girls_program","NY","46.1"
"p_of_children_programs_qualify_federal_asst","NY","39.9"
"avg_dolllars_spent_per_week_program","NY","117.1"
"num_households_surveyed_2014","NY","520"
"num_children_screened_2014","NY","2594"
"err_margin_households_surveyed_2014","NY","2.7"
"err_margin_children_screened_2014","NY","2"
"p_of_children_alone_2014_6_to_8","NY","16.4"
"p_of_children_alone_2014_9_to_12","NY","41.1"
"p_of_children_alone_2014_k_to_5","NY","3.9"
"p_of_children_in_programs_2014_6_to_8","NY","24.5"
"p_of_children_in_programs_2014_9_to_12","NY","16.8"
"p_of_children_in_programs_2014_k_to_5","NY","24.6"
"p_of_children_would_be_enrolled_2014_6_to_8","NY","40.4"
"p_of_children_would_be_enrolled_2014_9_to_12","NY","42.1"
"p_of_children_would_be_enrolled_2014_k_to_5","NY","55.6"
"is_top_ten","NY","FALSE"
"p_of_parents_working_parents_peace","NY","73.6"
"p_of_parents_working_parents_keep_jobs","NY","74.1"
"real_of_children_in_programs_2014","NY","632,076"
"real_of_children_would_be_enrolled_2014","NY","1,151,361"
"real_of_children_alone_2014","NY","584,597"
"intro_text","NY","After a surge in afterschool program participation—from 15 percent in 2004 to 21 percent in 2009—afterschool program participation stayed level at 21 percent in 2014.  New York state’s decrease in the average time children spent per week in an afterschool program—dropping from 9 hours in 2009 to just more than 7 in 2014—in concert with a static afterschool program participation number, contributed to its fall out of the top 10 states for afterschool.  In addition, unmet demand for afterschool programs continues to climb.  In 2004, 36 percent of children not in an afterschool program would likely participate if a program were available.  In 2014, nearly half of children not in an afterschool program would be enrolled if one were available to them. "
"p_of_parents_agree_should_provide_snacks","NY","71"
"p_of_parents_programs_offers_snacks","NY","64"
"p_of_parents_satisfied_programs_snacks","NY","66"
"p_of_parents_satisfied_healthy_snacks","NY","66"
"p_of_parents_snacks_important","NY","49"
"p_of_parents_healthy_snacks_important","NY","56"
"p_of_parents_agree_should_provide_physical","NY","81"
"p_of_parents_programs_offers_physical","NY","82"
"p_of_parents_satisfied_programs_physical_amount","NY","76"
"p_of_parents_satisfied_programs_physical_variety","NY","77"
"p_of_parents_physical_important","NY","66"
"p_family_child_summer_2013","NY","38"
"p_family_child_summer_2008","NY","31"
"p_family_want_summer","NY","54"
"p_of_parents_agree_summer_academic","NY","76"
"avg_hr_per_day_summer","NY","5.77"
"avg_weeks_per_summer","NY","5.44"
"avg_dollars_per_week_summer","NY","549"
"p_of_parents_support_public_funding_summer","NY","87"
"p_of_parents_support_public_funding_summer_2009","NY","85"
"p_of_parents_report_stem_learning_opp","NY","70"
"p_of_parents_satisfied_stem_program","NY","66"
"p_of_parents_consider_stem_as_factor","NY","54"
"p_of_parents_agree_children_gain_stem","NY","70"
"p_of_parents_agree_should_provide_stem","NY","69"
"p_of_children_in_programs_2014","NYC","28"
"p_of_children_in_programs_2009","NYC","28"
"p_of_children_in_programs_2004","NYC",NA
"avg_hr_per_week_in_programs","NYC","6.74"
"avg_day_per_week_in_programs","NYC","3.51"
"p_of_children_would_be_enrolled_2014","NYC","67"
"p_of_children_would_be_enrolled_2009","NYC",NA
"p_of_children_would_be_enrolled_2004","NYC",NA
"p_of_children_alone_2014","NYC","17"
"p_of_children_alone_2009","NYC","23"
"p_of_children_alone_2004","NYC",NA
"avg_hr_per_week_alone","NYC","5.86"
"reason_1_not_enrolling_child","NYC","Afterschool programs are not available in their community"
"reason_2_not_enrolling_child","NYC","Preference for alternative activities"
"reason_3_not_enrolling_child","NYC","Lack of a safe way for child to get to and come home from afterschool programs"
"ans_1_type_activity","NYC","Opportunities for physical activity"
"p_for_ans_1_type_activity","NYC","86"
"ans_2_type_activity","NYC","Homework assistance"
"p_for_ans_2_type_activity","NYC","81"
"ans_3_type_activity","NYC","STEM"
"p_for_ans_3_type_activity","NYC","75"
"ans_4_type_activity","NYC","Academic programs/clubs"
"p_for_ans_4_type_activity","NYC","71.4"
"ans_5_type_activity","NYC","Opportunities for reading or writing"
"p_for_ans_5_type_activity","NYC","69.3"
"p_of_parents_programs_excite_abt_learning","NYC","73.1"
"p_of_parents_programs_help_child_gain_skills","NYC","71.9"
"p_of_parents_programs_reduce_risky","NYC","76.1"
"p_of_parents_support_public_funding_2014","NYC","89"
"p_of_parents_support_public_funding_2009","NYC","91"
"p_of_parents_receive_public_funding","NYC","25.9"
"p_of_parents_satisfied_child_program_2014","NYC","91"
"p_of_parents_satisfied_child_program_2009","NYC",NA
"p_of_parents_satisfied_child_program_2004","NYC",NA
"p_of_parents_satisfied_program_safe","NYC","84"
"p_of_parents_satisfied_program_quality_of_care","NYC","87"
"ans_1_select_program","NYC","My child enjoys the program"
"p_for_ans_1_select_program","NYC","81.2"
"ans_2_select_program","NYC","Is a safe haven"
"p_for_ans_2_select_program","NYC","79.4"
"ans_3_select_program","NYC","Quality of care"
"p_for_ans_3_select_program","NYC","77.1"
"ans_4_select_program","NYC","The hours meet parents' needs"
"p_for_ans_4_select_program","NYC","75.3"
"ans_5_select_program","NYC","Knowledgeable and well-trained staff"
"p_for_ans_5_select_program","NYC","73.7"
"p_of_parents_program_public_school_bldg","NYC","77.9"
"ans_1_program_provider","NYC","Afterschool program run by a public school"
"ans_2_program_provider","NYC","Boys & Girls Club afterschool program"
"ans_3_program_provider","NYC","YMCA afterschool program"
"ans_4_program_provider","NYC",""
"p_of_boys_program","NYC","54.9"
"p_of_girls_program","NYC","45.1"
"p_of_children_programs_qualify_federal_asst","NYC","48"
"avg_dolllars_spent_per_week_program","NYC","110"
"num_households_surveyed_2014","NYC","210"
"num_children_screened_2014","NYC","402"
"err_margin_households_surveyed_2014","NYC","6.9"
"err_margin_children_screened_2014","NYC","5"
"p_of_children_alone_2014_6_to_8","NYC",NA
"p_of_children_alone_2014_9_to_12","NYC",NA
"p_of_children_alone_2014_k_to_5","NYC",NA
"p_of_children_in_programs_2014_6_to_8","NYC",NA
"p_of_children_in_programs_2014_9_to_12","NYC",NA
"p_of_children_in_programs_2014_k_to_5","NYC",NA
"p_of_children_would_be_enrolled_2014_6_to_8","NYC",NA
"p_of_children_would_be_enrolled_2014_9_to_12","NYC",NA
"p_of_children_would_be_enrolled_2014_k_to_5","NYC",NA
"is_top_ten","NYC","FALSE"
"p_of_parents_working_parents_peace","NYC","74.3"
"p_of_parents_working_parents_keep_jobs","NYC","72.4"
"real_of_children_in_programs_2014","NYC","344,072"
"real_of_children_would_be_enrolled_2014","NYC","592,786"
"real_of_children_alone_2014","NYC","208,901"
"intro_text","NYC","Afterschool program participation in New York City remains strong, holding steady at 28 percent from 2009. More than 9 in 10 parents are satisfied with their child's afterschool program. However, despite strong afterschool program participation rates, unmet demand is high. Parents of more than 2 in 3 children not in an afterschool program say they would enroll their child if a program were available, higher than both New York state and the national average."
