slug,state,place,text
just_text_demand_unmet,OR,title,What barriers to afterschool program enrollment are Oregon families facing?
just_text_demand_unmet,OR,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of a safe way to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,OR,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,OR,text,"In 2014, 93% of Oregon's parents were satisfied with their child's afterschool program, compared to 92% in 2009 and 90% in 2004."
ans_1_select_program,OR,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,OR,text,<ul><li>The hours meet parents' needs</li><li>Is a safe haven</li><li>Their child enjoys the afterschool program</li><li>Quality of care</li><li>Physical activity opportunities</li></ul>
ans_1_type_activity,OR,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,OR,text,"<ul><li>Opportunities for physical activity</li><li>Beverages, snacks and/or meals</li><li>Homework assistance</li><li>Opportunities for reading or writing</li><li>Music or art</li></ul>"
p_of_parents_satisfied_program_safe,OR,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,OR,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,OR,title,Most common afterschool program providers
ans_1_program_provider,OR,text,<ol><li>Boys & Girls Clubs</li><li>Public school</li><li>Private school</li></ol>
p_of_parents_program_public_school_bldg,OR,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,OR,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,OR,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,OR,text,"59% Oregon parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
p_of_parents_programs_reduce_risky,OR,title,Parents agree that afterschool programs reduce the likelihood that youth will engage in risky behaviors
p_of_parents_programs_reduce_risky,OR,text,"72% Oregon parents agree that afterschool programs can help reduce the likelihood that youth will engage in risky behaviors, such as commit a crime, abuse drugs or engage in sexual activity."
p_of_parents_working_parents_peace,OR,text,of Oregon parents agree that afterschool programs help give working parents peace of mind about their children when they are at work.
p_of_parents_support_public_funding_2014,OR,text,"of Oregon parents support public funding for afterschool programs, while just 37% report receiving government assistance with the cost of afterschool."
FOOTNOTE,OR,text,"In Oregon, 215 households and 773 children were screened for this study. According to the Department of Education, National Center for Education Statistics data for 2011-2012, the total school enrollment in Oregon is 590,938, which is the foundation for all statewide projections in Oregon After 3PM. "
p_of_children_in_programs_,PA,title,Afterschool program participation in Pennsylvania
p_of_children_in_programs_,PA,text,"In 2014, 17% of Pennsylvania's children participate in an afterschool program, compared to 9% in 2009 and 9% in 2004. "
avg_hr_per_week_in_programs,PA,title,Average time per week children spend in an afterschool program
avg_hr_per_week_in_programs,PA,text,"For the purposes of this study, timing was limited to 15 hours per week in afterschool care, reflecting the hours of 3 to 6 p.m. "
p_of_children_in_programs_2014_,PA,title,"Children in an afterschool program, by grade"
p_of_children_in_programs_2014_,PA,text,"In 2014, 20% of Pennsylvania's children in grades K-5 participate in an afterschool program, compared to 18% in grades 6-8 and 12% in grades 9-12."
p_of_boys_program,PA,title," Children in an afterschool program, by gender"
avg_dolllars_spent_per_week_program,PA,title,Average weekly cost of afterschool programs
avg_dolllars_spent_per_week_program,PA,text,The average weekly cost only includes parents who report that they pay a fee for their child's afterschool program.
just_text_demand_children_in_afterschool,PA,text,"Most families piece together a variety of afterschool solutions, with 70% of Pennsylvania's K-12 children spending some portion of the hours after school in the care of a parent or guardian. Other afterschool arrangements include traditional child care centers (9%); sibling care (16%); and non-parental adult care, such as a grandparent or neighbor (32%). "
p_of_children_would_be_enrolled_,PA,title,Children who would participate if an afterschool program were available
p_of_children_would_be_enrolled_,PA,text,"In 2014, 50% of Pennsylvania's children would participate in an afterschool program if one were available, compared to 32% in 2009 and 26% in 2004."
p_of_children_alone_,PA,title,Children unsupervised after school
p_of_children_alone_,PA,text,"In 2014, 18% of Pennsylvania's children were alone and unsupervised between the hours of 3 and 6 p.m. "
avg_hr_per_week_alone,PA,title,Average time per week children spend alone & unsupervised after school
avg_hr_per_week_alone,PA,text,"For the purposes of this study, timing was limited to 15 hours per week, reflecting the hours of 3 to 6 p.m."
p_of_children_alone_2014_,PA,title,"Children unsupervised after school, by grade"
p_of_children_alone_2014_,PA,text,"In 2014, 1% of Pennsylvania's children in grades K-5 were unsupervised after school, compared to 16% in grades 6-8 and 48% in grades 9-12."
just_text_demand_unmet,PA,title,What barriers to afterschool program enrollment are Pennsylvania families facing?
just_text_demand_unmet,PA,text,"After lack of need, the predominant challenges parents face enrolling their child in an afterschool program include: <ul><li>Preference for alternative activities</li><li>Lack of a safe way for child to get to and come home from afterschool programs</li></ul>"
p_of_parents_satisfied_child_program_,PA,title,Parents satisfied with their child's afterschool program
p_of_parents_satisfied_child_program_,PA,text,"In 2014, 93% of Pennsylvania's parents were satisfied with their child's afterschool program, compared to 84% in 2009 and 84% in 2004."
ans_1_select_program,PA,title, Top 5 factors in parents' selection of an afterschool program
ans_1_select_program,PA,text,<ul><li>Is a safe haven</li><li>Quality of care</li><li>Location is convenient</li><li>Knowledgeable and well-trained staff</li><li>Their child enjoys the afterschool program</li></ul>
ans_1_type_activity,PA,title,Top 5 activities/services offered by afterschool programs
ans_1_type_activity,PA,text,"<ul><li>Opportunities for physical activity</li><li>Homework assistance</li><li>Opportunities for reading and writing</li><li>Beverages, snacks and/or meals</li><li>STEM learning opportunities</li></ul>"
p_of_parents_satisfied_program_safe,PA,title,Parents satisfied with the safe environment of their child's afterschool program
p_of_parents_satisfied_program_quality_of_care,PA,title,Parents satisfied with the quality of care in their child's afterschool program
ans_1_program_provider,PA,title,Most common afterschool program providers
ans_1_program_provider,PA,text,<ol><li>Public school</li><li>YMCAs</li><li>Boys & Girls Clubs</li></ol>
p_of_parents_program_public_school_bldg,PA,text,of afterschool programs are located in a public school building 
p_of_parents_programs_excite_abt_learning,PA,title,Parents agree that afterschool programs excite children about learning
p_of_parents_programs_help_child_gain_skills,PA,title,Parents agree that afterschool programs help children gain workforce skills
p_of_parents_programs_help_child_gain_skills,PA,text,"70% Pennsylvania parents agree that afterschool programs can help children gain workforce skills such as teamwork, leadership and critical thinking. "
